Id,Product,Cpu,Ram,Price,TypeName,Inches,ScreenResolution,Memory,Gpu,OpSys,Weight,Performance,Speed,Priority,Mouse,Keyboard,Headset
194,Latitude 5480,Intel Core i5 7300U 2.6GHz,8,100906,Notebook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,100,8,451,MS116 optical,WD4XO,UC150 with Mic
173,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8,90046,Notebook,17.3,Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,134,8,451,MS111 optical,KB216 ,UC300 with Mic
167,Latitude 5580,Intel Core i5 7200U 2.5GHz,8,88074,Notebook,15.6,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,96,8,451,MS111 optical,KB216 ,UC150 with Mic
191,Inspiron 7570,Intel Core i7 8550U 1.8GHz,8,99508,Notebook,15.6,IPS Panel Full HD 1920x1080,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.16kg,134,8,451,WM118 optical,KB216 ,UC300 with Mic
189,Latitude E7470,Intel Core i5 6300U 2.4GHz,8,96906,Notebook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 520,Windows 10,1.56kg,93,8,451,WM118 optical,KB216 ,UC300 with Mic
188,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16,96137,Notebook,15.6,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,134,16,451,WM118 optical,KB216 ,UC300 with Mic
187,Inspiron 7560,Intel Core i7 7500U 2.7GHz,8,95171,Notebook,15.6,Full HD 1920x1080,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0kg,125,8,451,WM118 optical,KB216 ,UC300 with Mic
186,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8,95014,Notebook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,101,8,451,WM118 optical,KB216 ,UC300 with Mic
175,Inspiron 7570,Intel Core i5 8250U 1.6GHz,8,90105,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce 940MX,Windows 10,2kg,105,8,451,MS111 optical,KB216 ,UC300 with Mic
179,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8,92964,Notebook,14.0,Full HD 1920x1080,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.64kg,101,8,451,MS111 optical,KB216 ,UC300 with Mic
182,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16,93143,Notebook,15.6,Full HD 1920x1080,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3kg,125,16,451,MS111 optical,KB216 ,UC300 with Mic
174,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8,90078,Notebook,15.6,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.02kg,134,8,451,MS111 optical,KB216 ,UC300 with Mic
137,Latitude 5580,Intel Core i5 7300U 2.6GHz,4,75617,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics 620,Windows 10,1.93kg,100,4,451,WM118 optical,KB216 ,UC300 with Mic
204,Latitude 5580,Intel Core i7 7600U 2.8GHz,8,107945,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg,127,8,451,MS116 optical,WD4XO,UC150 with Mic
151,Latitude E5570,Intel Core i5 6300U 2.4GHz,8,82511,Notebook,15.6,Full HD 1920x1080,500GB HDD,Intel HD Graphics 520,Windows 10,2.09kg,93,8,451,MS116 optical,WD4XO,UC150 with Mic
141,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8,77194,Notebook,17.3,IPS Panel Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,105,8,451,WM118 optical,DE-KB-2234,UC300 with Mic
142,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8,77194,Notebook,15.6,Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.36kg,134,8,451,WM118 optical,DE-KB-2234,UC300 with Mic
224,Inspiron 7773,Intel Core i7 8550U 1.8GHz,16,122138,Notebook,17.3,Full HD / Touchscreen 1920x1080,512GB SSD,Nvidia GeForce 150MX,Windows 10,2.77kg,134,16,451,MS116 optical,WD4XO,UC150 with Mic
223,Latitude 5580,Intel Core i7 7600U 2.8GHz,16,121223,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.93kg,127,16,451,MS116 optical,WD4XO,UC150 with Mic
143,Inspiron 5570,Intel Core i7 8550U 1.8GHz,8,77667,Notebook,15.6,Full HD 1920x1080,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,134,8,451,WM118 optical,DE-KB-2234,UC300 with Mic
145,Inspiron 5567,Intel Core i7 7500U 2.7GHz,16,78060,Notebook,15.6,Full HD 1920x1080,2TB HDD,AMD Radeon R7 M445,Windows 10,2.32kg,125,16,451,WM118 optical,DE-KB-2234,UC300 with Mic
149,Latitude 5580,Intel Core i5 7300U 2.6GHz,8,79521,Notebook,15.6,1366x768,500GB HDD,Intel HD Graphics 620,Windows 10,1.9kg,100,8,451,WM118 optical,DE-KB-2234,UC300 with Mic
150,Vostro 5568,Intel Core i7 7500U 2.7GHz,8,79630,Notebook,15.6,Full HD 1920x1080,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18kg,125,8,451,WM118 optical,DE-KB-2234,UC300 with Mic
205,Latitude 5580,Intel Core i5 7440HQ 2.8GHz,8,108576,Notebook,15.6,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,101,8,451,MS116 optical,WD4XO,UC150 with Mic
273,XPS 15,Intel Core i7 7700HQ 2.8GHz,32,208085,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,1TB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,130,32,451,MS111 optical,KB216 ,UC150 with Mic
156,Latitude E5570,Intel Core i5 6300U 2.4GHz,8,83813,Notebook,15.6,Full HD 1920x1080,256GB SSD,Intel HD Graphics 520,Windows 7,2.09kg,93,8,451,MS116 optical,WD4XO,UC150 with Mic
213,Latitude 7480,Intel Core i5 7300U 2.6GHz,8,112518,Notebook,14.0,Full HD 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,100,8,451,MS116 optical,WD4XO,UC150 with Mic
212,Latitude 5580,Intel Core i5 7300U 2.6GHz,16,112492,Notebook,15.6,Full HD 1920x1080,512GB SSD,Intel HD Graphics 620,Windows 10,1.93kg,100,16,451,MS116 optical,WD4XO,UC150 with Mic
157,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8,85552,Notebook,17.3,Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,134,8,451,MS111 optical,KB216 ,UC150 with Mic
158,Inspiron 5770,Intel Core i5 8250U 1.6GHz,8,85552,Notebook,17.3,Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,105,8,451,MS111 optical,KB216 ,UC150 with Mic
159,Latitude 5480,Intel Core i5 7440HQ 2.8GHz,8,85867,Notebook,14.0,Full HD 1920x1080,256GB SSD,Nvidia GeForce 930MX,Linux,1.64kg,101,8,451,MS111 optical,KB216 ,UC150 with Mic
208,Inspiron 5770,Intel Core i7 8550U 1.8GHz,16,110074,Notebook,17.3,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.8kg,134,16,451,MS116 optical,WD4XO,UC150 with Mic
162,Inspiron 5770,Intel Core i7 8550U 1.8GHz,8,86656,Notebook,17.3,Full HD 1920x1080,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,134,8,451,MS111 optical,KB216 ,UC150 with Mic
153,Inspiron 5570,Intel Core i7 8550U 1.8GHz,16,82713,Notebook,15.6,Full HD 1920x1080,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,134,16,451,MS116 optical,WD4XO,UC150 with Mic
27,Inspiron 5578,Intel Core i3 7100U 2.4GHz,4,40134,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,500GB HDD,Intel HD Graphics 620,Windows 10,2.08kg,76,4,453,MS116 optical,WD4XO,UC150 with Mic
21,Inspiron 3168,Intel Pentium Quad Core N3710 1.6GHz,4,37769,2 in 1 Convertible,11.6,Touchscreen 1366x768,500GB HDD,Intel HD Graphics 405,Windows 10,1.47kg,49,4,453,WM126 optical red,DE-KB-2234,UC300 with Mic
45,Inspiron 3179,Intel Core M 7Y30 1.0GHz,4,47546,2 in 1 Convertible,11.6,Touchscreen 1366x768,128GB SSD,Intel HD Graphics 615,Windows 10,1.39kg,56,4,453,MS111 optical,WD4XO,UC150 with Mic
5,Inspiron 3567,Intel Core i3 6006U 2.0GHz,4,28307,Notebook,15.6,1366x768,1TB HDD,Intel HD Graphics 520,Linux,2.25kg,73,4,454,MS111 optical,KB216 ,UC150 with Mic
181,Inspiron 5578,Intel Core i7 7500U 2.7GHz,16,92964,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,512GB SSD,Intel HD Graphics 620,Windows 10,2.09kg,125,16,454,MS111 optical,KB216 ,UC300 with Mic
253,XPS 13,Intel Core i7 7Y75 1.3GHz,16,149736,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,512GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,133,16,454,MS111 optical,KB216 ,UC150 with Mic
185,Inspiron 7378,Intel Core i5 7200U 2.5GHz,8,94541,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,96,8,454,MS111 optical,KB216 ,UC300 with Mic
193,Inspiron 5379,Intel Core i7 8550U 1.8GHz,16,100849,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg,134,16,454,MS116 optical,WD4XO,UC150 with Mic
195,Inspiron 5579,Intel Core i7 8550U 1.8GHz,16,101322,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,512GB SSD,Intel UHD Graphics 620,Windows 10,2kg,134,16,454,MS116 optical,WD4XO,UC150 with Mic
198,Inspiron 7579,Intel Core i7 7500U 2.7GHz,12,102426,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,512GB SSD,Intel HD Graphics 620,Windows 10,2.19kg,125,12,454,MS116 optical,WD4XO,UC150 with Mic
199,Inspiron 7378,Intel Core i7 7500U 2.7GHz,12,102426,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,125,12,454,MS116 optical,WD4XO,UC150 with Mic
160,Inspiron 5578,Intel Core i5 7200U 2.7GHz,8,86261,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,2.3kg,98,8,454,MS111 optical,KB216 ,UC150 with Mic
258,XPS 13,Intel Core i7 7Y75 1.3GHz,8,158732,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,512GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,133,8,454,MS111 optical,KB216 ,UC150 with Mic
152,Inspiron 5579,Intel Core i7 8550U 1.8GHz,8,82713,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,134,8,454,MS116 optical,WD4XO,UC150 with Mic
232,XPS 13,Intel Core i7 7Y75 1.3GHz,16,130023,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 615,Windows 10,1.22kg,133,16,454,MS111 optical,KB216 ,UC150 with Mic
233,Latitude 5289,Intel Core i5 7200U 2.5GHz,8,131679,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.34kg,96,8,454,MS111 optical,KB216 ,UC150 with Mic
242,Inspiron 7779,Intel Core i7 7500U 2.7GHz,16,141851,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.77kg,125,16,454,MS111 optical,KB216 ,UC150 with Mic
243,XPS 13,Intel Core i5 7Y54 1.2GHz,8,142955,2 in 1 Convertible,13.3,Quad HD+ / Touchscreen 3200x1800,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,103,8,454,MS111 optical,KB216 ,UC150 with Mic
120,Inspiron 5378,Intel Core i5 7200U 2.5GHz,8,70097,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,1.68kg,96,8,454,MS111 optical,KB216 ,UC300 with Mic
252,XPS 13,Intel Core i5 7Y54 1.2GHz,8,149736,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 615,Windows 10,1.24kg,103,8,454,MS111 optical,KB216 ,UC150 with Mic
148,Inspiron 7579,Intel Core i5 7200U 2.5GHz,8,78771,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,256GB SSD,Intel HD Graphics 620,Windows 10,2.191kg,96,8,454,WM118 optical,DE-KB-2234,UC300 with Mic
146,Inspiron 7773,Intel Core i5 8250U 1.6GHz,12,78771,2 in 1 Convertible,17.3,Full HD / Touchscreen 1920x1080,1TB HDD,Nvidia GeForce 150MX,Windows 10,2.77kg,105,12,454,WM118 optical,DE-KB-2234,UC300 with Mic
